4,2,10,5,4,4,2,14,3,48
12,8,7,8,8,3,7,18,2,23
5,4,4,30,2,9,8,11,8,13
13,10,14,9,9,7,4,7,4,17
11,21,8,4,17,6,10,3,6,11
6,11,4,19,10,4,3,3,28,7
11,9,3,12,8,14,16,6,10,6
9,7,8,6,8,18,8,10,5,15
6,4,5,32,12,7,9,6,6,8
6,5,3,3,3,22,20,7,18,9
12,13,10,9,15,5,7,7,5,12
21,10,2,12,19,3,3,10,4,12
9,7,25,7,19,7,5,4,4,8
13,6,5,21,9,9,9,6,9,8
4,24,9,14,9,4,7,8,6,10
30,10,6,9,7,5,6,5,8,9
7,21,8,15,9,6,2,9,4,14
6,3,3,2,3,4,55,5,4,9
4,3,5,5,5,10,30,8,11,12
9,5,7,2,2,3,39,3,4,20
13,11,15,4,15,8,9,7,5,9
16,4,11,11,8,9,6,8,10,12
5,46,6,3,5,9,4,4,4,11
9,3,2,2,12,8,36,4,4,15
2,7,3,11,8,4,12,28,5,16
13,11,13,12,13,9,4,7,7,6
27,4,4,3,6,6,5,3,14,24
15,32,3,18,7,4,2,3,6,5
19,7,6,11,8,11,10,5,9,9
7,4,4,4,5,35,6,11,9,10
7,4,6,6,10,19,4,14,11,12
1,1,2,2,2,2,4,3,16,61
4,4,4,3,4,12,17,5,11,31
7,10,6,7,10,6,4,5,6,33
5,5,6,29,9,11,8,6,6,10
9,8,4,4,22,11,6,16,4,12
14,8,6,18,6,4,18,10,3,7
8,5,7,4,34,9,7,6,4,10
6,5,4,4,6,37,9,7,4,14
34,15,6,5,6,4,5,7,4,8
5,26,8,10,9,6,12,4,5,11
3,3,2,3,4,4,5,5,45,20
25,8,9,17,8,11,5,4,3,4
9,10,23,5,14,8,5,4,6,12
30,16,12,5,5,5,4,7,4,7
15,6,8,13,2,2,5,3,33,7
4,7,4,6,8,34,8,7,6,11
7,7,26,11,8,8,7,4,4,14
25,13,5,3,4,9,3,13,7,13
9,12,6,7,6,5,4,10,17,20
11,4,25,15,3,10,6,5,6,10
6,5,5,9,6,6,5,10,26,17
4,5,7,4,5,4,6,4,38,17
6,2,28,17,9,5,8,7,4,9
12,8,3,7,21,8,4,9,5,17
3,2,6,5,30,3,15,6,10,16
11,18,12,3,3,1,2,3,14,27
15,10,12,7,12,11,7,4,7,9
5,23,21,3,3,3,19,7,6,6
23,4,10,16,5,7,4,14,7,5
27,13,4,12,6,7,2,2,8,13
3,2,4,4,5,49,6,5,6,10
5,9,3,9,4,4,4,40,4,15
2,8,21,10,1,2,2,2,12,34
22,12,19,8,6,17,12
8,10,16,11,10,12,6,6,6,11
14,9,13,6,3,8,18,3,12,8
15,10,8,17,3,5,7,4,4,23
4,5,4,3,4,4,32,13,12,13
4,5,1,3,36,13,2,4,2,25
4,3,4,4,3,3,2,3,43,25
4,5,5,6,4,8,32,13,8,10
10,10,8,7,10,4,7,16,11,12
33,10,18,6,6,4,2,2,6,8
4,4,13,14,13,12,12,5,18
10,9,6,10,8,12,11,11,8,10
6,2,3,12,11,8,12,15,18,8
12,9,8,7,36,4,5,2,3,8
8,13,12,6,9,8,9,3,5,23
17,16,9,3,24,3,3,3,10,6
10,5,6,2,4,3,3,44,7,10
3,6,18,6,5,5,30,7,7,7
5,34,10,10,10,6,5,4,3,7
6,4,3,4,3,6,34,8,14,14
11,10,12,10,6,7,3,4,19,12
6,6,12,2,8,2,11,10,23,15
6,3,3,2,3,2,4,8,6,57
3,9,7,7,14,5,16,9,14,11
8,6,6,19,12,5,6,11,8,14
7,6,3,3,5,7,3,8,29,24
12,5,14,5,6,7,3,8,18,17
10,7,7,3,8,6,3,13,19,18
2,4,6,4,3,5,4,4,11,50
3,4,28,3,7,12,2,9,4,22
7,8,13,3,14,8,17,6,3,15
17,7,11,6,6,4,6,13,11,13
46,4,4,8,4,8,7,3,4,7
18,5,5,23,5,4,4,4,8,19
8,10,22,4,29,6,2,3,5,5
3,2,3,6,4,41,7,4,13,13
