2,2,1,3,1,2,2,3,3,77
9,9,7,5,5,7,5,25,9,15
6,15,7,33,10,6,4,4,4,7
15,6,16,6,10,6,9,10,7,10
8,16,8,11,8,5,6,5,7,20
14,21,10,8,8,7,1,8,6,12
11,7,4,4,11,14,6,16,12,9
4,4,1,2,2,61,7,8,3,5
3,17,7,22,9,8,2,6,10,11
16,11,8,5,4,21,6,4,5,15
9,21,7,3,14,12,2,4,12,11
17,9,3,13,9,9,6,7,12,10
6,7,20,11,11,11,7,6,7,9
8,5,6,23,9,16,12,6,3,7
21,8,11,9,4,7,6,7,5,19
38,13,7,6,5,5,4,5,5,8
16,8,15,14,5,6,5,15,5,7
11,11,9,4,7,5,15,13,8,13
4,4,5,6,5,7,37,9,9,10
8,28,8,4,3,6,22,7,5,5
12,7,5,5,18,15,7,6,10,10
5,2,3,3,2,11,5,6,37,20
10,18,16,8,8,6,5,5,6,14
12,9,6,4,3,8,25,8,10,12
4,3,4,3,3,3,4,46,12,14
39,7,20,3,6,4,3,4,2,7
15,18,13,7,7,4,7,4,7,13
15,9,16,6,9,10,5,8,8,8
11,9,8,6,6,18,7,6,10,13
9,17,21,12,6,13,4,3,5,5
8,5,2,2,10,21,5,13,22,8
5,4,3,7,3,5,4,6,6,53
13,4,6,6,14,16,6,7,6,18
8,3,3,4,10,11,4,4,17,31
9,12,7,10,14,9,7,7,7,13
8,4,5,4,22,11,11,15,7,7
14,23,7,14,6,6,8,4,4,8
5,4,4,4,34,9,6,8,7,13
5,3,5,3,4,38,17,6,4,9
14,11,12,8,7,9,5,7,13,10
10,41,12,4,4,4,4,3,4,8
1,1,1,1,1,2,1,1,73,14
6,27,6,5,6,5,19,7,5,9
7,8,4,5,6,6,4,6,30,19
21,14,13,6,6,6,8,5,6,11
12,8,25,9,5,5,5,5,10,11
9,8,6,6,6,25,4,9,10,12
19,7,11,15,22,4,4,3,6,4
16,17,2,2,16,10,17,4,4,7
1,8,11,9,14,1,13,13,20,5
3,2,49,8,4,7,10,3,6,4
1,1,1,1,1,11,4,58,6,10
3,2,3,3,4,2,3,9,49,17
7,3,31,16,10,9,2,2,2,13
2,4,2,5,40,4,4,3,6,25
12,11,7,4,15,14,11,5,7,9
3,4,3,5,4,4,3,5,5,60
6,14,4,3,10,9,4,7,27,10
13,7,3,7,5,5,19,13,7,15
49,5,4,6,6,3,6,5,3,8
39,10,6,4,4,3,3,6,5,15
4,2,3,3,3,54,7,8,7,6
11,13,14,12,1,2,2,18,5,16
10,3,13,11,7,8,6,6,3,28
6,45,3,5,2,8,2,6,8,9
34,11,8,17,5,5,3,4,3,4
15,5,3,2,10,14,8,9,13,16
2,2,2,2,3,5,50,5,6,18
3,3,3,7,4,33,5,14,6,17
2,2,8,9,2,4,8,6,39,14
3,4,5,3,5,5,41,10,6,12
8,8,4,7,3,7,3,25,9,21
20,10,12,5,4,2,19,3,5,16
7,3,8,10,14,12,3,19,10,8
5,3,2,2,3,36,6,10,16,11
14,4,8,5,3,3,4,20,13,21
3,3,3,14,17,13,14,9,12,8
12,8,5,15,15,5,9,7,8,12
9,4,8,6,6,4,5,5,26,24
6,3,4,9,7,4,3,30,8,21
4,3,8,6,5,5,37,9,10,9
11,25,12,9,5,6,8,5,4,11
8,9,9,5,5,4,21,7,16,11
11,12,17,7,8,5,6,8,12,9
6,10,7,6,22,7,9,7,8,13
8,7,5,8,5,5,5,20,6,26
9,6,11,7,19,3,4,12,13,11
9,8,11,10,6,7,5,11,13,17
11,4,3,2,16,1,14,3,13,29
1,1,1,1,1,1,1,16,22,50
15,11,4,15,6,5,3,8,17,11
11,12,6,7,5,4,5,6,7,33
15,24,14,10,11,5,5,3,3,7
3,6,6,5,32,9,5,11,8,11
7,2,16,3,8,9,15,20,3,12
2,7,9,5,6,6,27,9,7,18
13,12,12,8,8,5,5,11,9,12
8,10,11,3,10,10,5,7,24,9
8,5,6,5,7,28,10,7,9,9
6,2,4,2,7,3,5,3,53,9
