8,21,18,23,16,12
13,12,14,10,9,11,16,12
4,4,6,5,27,50
7,13,8,11,9,8,9,8,10,12
11,24,13,8,8,10,10,12
20,14,13,3,8,8,8,11,10
10,11,11,10,18,37
7,6,10,9,16,49
18,12,17,15,19,17
12,9,8,28,20,21
8,14,21,15,13,6,8,11
6,18,6,7,13,8,7,10,11,9
11,6,9,6,6,6,15,7,7,22
17,8,17,7,8,10,8,8,13
7,4,6,8,11,15,12,13,20
14,16,12,11,6,13,7,10,7
7,6,7,6,5,11,14,11,15,12
22,13,12,14,15,9,12
