4,4,4,6,3,4,5,11,12,41
2,4,4,3,5,5,6,15,19,32
3,4,5,4,5,8,6,7,12,40
6,5,5,5,6,4,13,10,19,24
3,5,4,5,5,8,10,19,15,21
5,6,4,6,7,9,10,11,12,26
2,4,6,6,8,10,9,8,11,31
7,4,7,7,5,5,7,7,20,24
5,4,4,3,3,4,5,8,11,46
6,4,3,3,8,6,10,13,10,32
6,8,5,4,4,7,10,13,8,29
2,2,2,3,4,5,11,11,18,37
4,3,3,3,4,4,4,7,14,50
5,7,5,6,7,7,7,5,10,35
1,1,3,6,6,8,7,6,17,40
7,6,6,4,7,3,6,9,9,39
3,3,4,5,4,5,7,8,13,44
2,1,1,2,5,3,6,3,19,53
3,3,3,3,4,4,4,4,17,51
3,3,3,4,5,6,5,5,8,52
7,4,6,4,7,5,6,25,13,17
8,5,14,5,10,10,9,8,12,12
3,3,2,3,2,3,5,4,6,64
4,2,3,2,2,7,3,10,13,48
3,4,5,6,10,7,5,13,17,24
4,5,5,9,9,7,8,7,18,23
3,3,2,3,3,4,5,11,16,45
2,2,4,2,6,4,7,4,29,34
4,7,5,4,7,6,11,13,14,23
2,3,3,4,3,8,7,11,13,41
4,4,7,6,7,8,9,7,11,32
2,2,2,2,2,4,4,4,17,56
4,3,3,4,5,6,4,8,8,52
4,4,5,4,5,6,9,11,13,35
2,3,3,2,3,6,8,5,7,58
2,1,2,2,4,11,17,12,12,31
2,2,5,5,8,10,13,8,14,28
4,3,5,4,6,3,13,4,27,27
3,3,2,4,4,5,4,15,17,38
6,4,4,4,7,6,3,5,9,47
3,4,3,5,9,8,6,6,17,34
5,4,3,4,4,4,5,7,8,49
2,5,4,5,4,17,10,14,16,18
3,7,6,5,9,7,5,11,14,28
5,4,6,4,7,8,35,11,7,9
3,3,2,2,4,10,9,21,16,26
4,4,4,3,4,4,5,4,10,51
3,4,2,3,4,5,6,7,17,43
9,8,5,4,6,8,4,5,13,33
5,5,4,5,6,9,8,11,19,23
4,2,3,8,5,5,4,6,8,49
3,4,5,4,4,7,11,8,18,32
6,6,5,6,5,10,7,9,8,33
1,2,1,7,5,2,9,9,12,45
6,8,3,4,2,6,6,6,10,43
3,3,3,5,4,6,5,7,19,40
2,3,4,3,4,13,14,13,19,20
2,8,6,6,8,8,6,10,19,21
3,3,3,3,3,5,7,9,28,30
2,9,7,5,5,7,11,11,10,29
3,4,3,6,5,6,7,8,11,42
2,2,2,3,3,2,5,4,14,57
3,3,3,3,5,6,6,13,13,40
2,2,2,2,2,12,9,14,14,36
8,7,6,11,12,22,30
8,7,6,10,10,8,6,8,9,22
1,2,1,4,5,19,10,12,14,27
3,3,5,6,6,11,8,11,12,28
3,4,4,4,10,5,5,7,12,40
1,2,2,2,3,4,4,26,16,35
3,5,4,5,4,3,5,4,22,40
3,3,3,3,3,4,4,4,20,48
5,4,3,7,4,8,3,9,8,45
4,2,3,4,3,5,4,4,9,57
3,3,7,10,11,5,14,18,24
7,5,5,6,5,5,4,5,11,41
3,3,3,2,3,3,5,5,30,37
2,2,4,4,4,6,7,8,13,45
4,4,4,5,9,7,7,10,13,32
15,10,11,13,10,6,14,4,6,7
4,3,4,3,3,4,7,4,13,49
5,4,4,3,4,5,5,8,8,50
4,4,3,7,8,8,9,12,12,29
5,6,5,5,5,6,7,8,11,35
4,3,4,6,8,7,6,12,16,29
2,2,7,6,9,9,10,10,12,26
3,4,3,4,4,5,3,7,14,48
3,4,7,5,4,6,7,14,17,28
4,3,6,5,4,6,7,6,11,43
4,3,4,6,6,7,9,9,9,39
10,6,16,7,8,4,5,4,8,28
2,3,8,6,8,7,10,13,18,21
2,3,4,5,3,4,5,6,10,52
2,3,3,3,4,6,8,11,15,40
3,2,4,4,6,8,6,12,19,32
4,9,6,7,7,5,8,15,14,19
3,2,3,3,4,5,6,6,11,53
19,10,3,11,7,17,9,7,5,8
3,3,5,3,3,4,6,7,10,52
2,3,4,3,3,3,5,4,13,54
