10,7,7,9,12,14,9,19,10
10,12,10,9,7,10,11,10,15
7,5,9,9,5,7,11,20,22
9,10,9,7,10,8,13,13,17
11,12,7,11,12,7,8,13,15
14,9,11,7,9,9,10,11,16
12,11,9,14,8,9,7,12,14
6,4,7,9,8,9,19,12,21
5,5,7,6,8,8,8,15,33
9,11,10,9,8,10,11,12,15
17,10,15,5,5,12,6,7,8,10
7,8,7,9,10,10,11,17,15
5,5,4,4,5,5,10,13,44
12,10,10,7,10,9,6,17,14
6,6,5,4,8,10,21,18,18
6,6,8,10,6,15,15,12,18
3,6,7,7,8,9,9,10,36
12,9,10,7,10,9,12,10,16
12,9,11,17,7,9,9,11,10
13,8,6,13,8,6,7,5,16,13
8,4,5,8,6,12,10,13,28
6,7,6,8,7,9,13,20,21
5,5,5,6,7,8,12,15,33
8,7,9,8,8,8,10,16,20
16,12,11,9,5,9,10,8,14
