4,6,8,17,17,14,11,10,9
9,9,9,13,11,8,8,13,15
4,8,6,6,6,5,6,55
16,8,9,12,12,15,11,14
13,7,8,14,11,5,6,7,9,14
15,8,8,6,5,2,11,14,10,15
8,11,14,15,10,17,8,13
7,6,9,7,7,12,38,9
8,6,9,9,10,8,16,13,17
6,5,6,13,9,7,20,14,16
20,8,10,7,6,6,24,16
7,14,10,10,7,8,16,13,11
12,9,10,7,13,9,9,8,18
5,7,6,5,17,14,10,10,20
10,14,10,6,5,6,6,6,8,23
11,12,7,9,9,5,7,16,21
6,7,15,6,5,6,27,24
14,10,10,5,6,5,8,13,10,15
4,3,4,6,7,16,28,29
7,8,9,13,14,14,15,16
11,9,7,7,8,5,12,17,19
6,7,5,5,8,9,12,44
13,12,10,11,11,9,14,16
13,13,8,8,7,8,13,8,18
9,12,10,13,10,18,9,16
11,10,10,9,10,14,13,19
14,8,6,8,4,9,4,7,13,21
15,9,6,8,9,9,6,10,12,12
9,11,9,11,9,13,12,23
5,4,5,5,6,5,15,52
21,17,6,18,9,5,14,6
10,7,7,14,10,10,10,15,12
11,8,10,10,10,8,14,25
9,9,7,7,6,10,14,34
13,10,14,9,7,8,6,6,8,13
3,3,5,4,6,7,27,40
15,13,9,5,13,8,9,11,12
15,11,8,8,11,9,11,11,12
10,9,8,9,7,7,12,11,23
6,6,11,11,10,10,6,5,14,16
12,8,8,8,9,13,12,9,15
5,7,9,6,9,15,9,37
10,13,10,8,10,9,14,21
8,9,11,12,11,17,12,15
11,9,7,9,9,15,16,19
12,9,12,8,8,9,11,12,13
8,10,8,10,14,13,16,18
11,10,12,17,8,8,5,12,12
4,5,5,4,6,30,23,18
4,5,3,11,14,18,14,14,12
6,8,10,9,19,11,10,11,12
10,9,11,11,14,16,14,10
11,7,14,11,8,7,14,6,19
7,5,4,4,30,16,17,15
9,7,5,8,10,8,29,20
9,10,6,4,6,8,6,12,14,20
8,8,12,9,11,9,15,11,12
7,5,11,8,6,12,10,20,17
15,7,5,7,7,6,6,8,14,19
11,9,7,11,12,4,9,11,11,10
12,11,10,9,9,12,19,13
7,5,5,8,6,6,35,24
5,6,6,6,19,24,20,11
8,6,12,9,10,10,15,27
10,14,10,14,13,6,21,7
7,10,11,15,8,12,17,15
12,7,5,3,10,11,7,9,12,20
12,12,12,9,8,8,11,11,11
11,7,7,11,19,10,9,11,11
5,4,4,4,6,9,9,55
6,5,5,6,6,11,13,43
15,13,9,7,9,10,8,8,15
7,6,9,8,6,25,20,15
4,5,13,15,10,17,22,11
6,10,13,9,10,7,6,20,14
18,12,9,7,3,3,3,8,12,19
4,5,8,5,13,11,12,12,11,13
17,9,8,8,11,10,9,11,14
8,11,12,12,9,12,15,18
8,13,14,14,11,8,9,9,9
4,3,4,3,8,6,48,19
7,7,7,8,15,10,19,23
13,13,10,12,9,12,14,14
18,11,7,7,15,10,8,7,12
7,8,9,11,11,9,14,12,14
9,6,6,8,9,9,9,40
10,14,5,7,3,13,13,10,19
9,15,12,9,13,9,11,17
9,5,15,15,22,11,10,10
9,7,8,9,6,8,12,36
8,10,7,7,7,9,6,7,17,17
11,11,8,11,9,8,10,16,12
19,6,7,19,6,11,9,19
6,14,10,10,9,11,8,15,13
9,4,20,6,11,10,8,11,4,14
7,10,9,9,10,10,13,27
10,7,8,10,5,6,11,10,10,17
6,5,9,11,7,13,13,12,21
4,5,8,15,15,16,14,20
12,5,11,13,13,8,11,13,8
