3,13,9,3,18,19,10,8,13
11,12,6,12,7,6,22,8,13
2,3,3,2,3,3,17,12,51
17,7,14,6,9,15,6,5,16
9,9,3,6,6,11,10,31,12
17,10,2,11,10,7,7,13,18
21,14,11,8,9,9,6,5,12
3,2,2,3,6,9,7,15,49
2,2,2,4,42,5,6,27,5
6,4,5,35,6,11,6,13,9
2,1,3,23,10,12,3,5,37
12,11,10,7,5,10,9,15,16
5,16,3,16,11,11,9,11,14
3,3,7,14,9,10,13,16,20
14,8,8,4,8,6,6,4,18,20
9,10,11,9,12,6,15,17,7
2,3,3,26,3,25,12,5,17
19,5,13,8,9,6,8,11,17
13,2,2,3,10,2,23,18,23
5,3,6,5,10,7,6,6,48
11,10,12,7,9,6,11,20,10
2,1,2,2,3,4,11,44,27
16,12,9,8,10,7,7,11,15
12,12,12,9,11,10,7,5,16
6,3,3,4,2,3,16,36,22
3,7,8,42,9,5,4,6,11
21,11,10,7,8,10,7,10,11
11,12,17,4,3,18,10,7,12
9,5,4,7,8,7,5,10,40
2,15,3,20,6,25,4,6,14
11,5,7,3,10,12,18,13,17
8,5,6,16,10,10,20,7,14
6,15,5,16,11,7,10,8,18
4,9,5,12,6,7,6,20,26
9,5,7,4,6,10,20,7,27
3,10,6,5,10,7,9,24,20
9,4,8,8,21,9,7,8,21
10,12,8,7,8,9,12,15,14
24,9,3,5,10,15,5,21,5
6,9,4,15,12,11,12,10,15
2,12,2,29,3,11,13,5,20
3,3,3,5,8,7,7,23,36
3,2,2,2,2,2,4,16,63
17,4,12,18,9,8,9,8,11
7,6,6,7,10,5,25,16,12
8,8,8,8,8,10,11,12,22
6,5,19,7,7,19,8,18,5
5,5,5,5,27,5,8,7,29
13,2,11,2,7,3,3,24,29
6,4,2,2,12,18,15,21,16
5,5,5,5,6,8,9,9,45
7,8,6,7,8,7,27,13,14
6,11,10,10,7,11,10,7,25
4,16,3,4,19,13,15,17,6
2,21,8,3,9,5,4,34,9
22,12,7,12,8,6,8,7,13
3,2,9,3,24,14,8,5,27
3,4,4,8,4,20,8,7,38
17,7,14,8,8,6,14,11,12
7,12,4,13,9,8,4,16,23
5,9,4,4,6,5,6,49,8
4,36,10,18,5,4,6,4,8
2,3,16,7,19,14,5,15,13
6,6,6,7,4,14,15,10,28
1,1,1,3,3,22,30,16,18
2,2,4,7,5,4,7,43,23
3,2,15,9,13,13,8,18,14
9,16,7,6,11,11,8,15,14
3,10,11,11,17,13,8,16,8
3,2,24,4,3,3,4,5,48
4,3,2,8,7,5,28,25,13
5,8,9,14,11,19,11,10,8
25,4,4,3,24,5,5,15,12
2,5,1,9,13,10,17,20,17
3,2,9,16,4,14,31,7,8
1,2,3,6,7,10,15,27,24
8,15,3,7,10,7,6,32,6
14,7,6,6,8,6,30,8,11
12,9,7,8,10,10,10,14,15
3,4,8,7,8,6,25,16,20
21,4,4,14,4,4,20,18,6
5,10,19,4,13,5,6,9,25
9,10,5,16,13,7,10,5,20
15,8,10,6,4,4,7,30,11
11,5,16,11,10,8,10,10,14
3,3,17,5,3,3,21,5,35
5,4,14,7,11,11,9,24,11
13,7,9,7,8,16,10,17,9
2,10,4,4,19,14,16,5,22
2,1,1,1,2,3,3,44,38
11,6,18,13,11,8,12,9,7
13,7,8,10,9,12,13,11,13
9,3,5,16,13,6,11,18,14
14,6,3,2,9,21,10,19,12
3,2,10,21,6,17,14,14,10
10,2,14,9,8,5,11,12,26
5,15,10,8,8,9,10,14,17
3,3,9,12,9,12,8,9,30
23,10,4,5,16,8,7,5,18
9,5,7,17,7,15,7,19,9
