4,58,8,4,5,2,2,3,4,5
3,2,2,3,5,49,9,7,6,9
7,8,4,3,2,3,51,6,5,8
7,41,8,12,6,4,5,3,4,5
2,1,2,2,12,48,9,4,4,12
3,2,2,2,2,2,3,3,63,13
3,1,3,2,2,3,2,3,64,12
49,7,6,3,5,3,6,7,3,5
43,4,5,15,3,2,2,4,11,5
4,5,4,4,50,5,6,5,4,8
3,3,53,3,5,3,3,3,5,14
2,1,2,1,2,1,4,66,8,7
42,8,4,3,6,3,3,4,17,5
2,2,2,2,4,4,3,3,56,15
14,8,8,4,8,6,6,4,18,20
3,3,3,56,6,5,3,4,6,6
3,2,6,2,3,3,5,4,6,59
3,2,2,3,56,5,6,5,6,6
2,2,2,2,2,5,2,8,4,66
3,16,3,3,4,36,5,6,6,13
2,1,2,2,7,3,61,7,5,5
42,10,3,5,5,4,5,15,3,4
4,3,4,44,11,5,4,5,5,9
4,4,41,7,4,5,4,20,3,4
6,46,5,8,6,4,3,4,4,8
2,1,1,3,3,5,64,7,4,6
3,2,1,2,2,7,55,13,5,6
3,2,6,3,3,57,6,7,4,5
3,2,2,3,4,34,6,5,9,28
5,2,3,2,59,7,4,3,4,5
3,2,4,4,7,6,42,11,8,9
7,4,3,8,3,4,3,5,4,53
4,3,2,4,4,4,3,6,8,57
34,9,7,5,7,5,5,5,8,9
4,5,5,6,22,5,18,10,12,8
2,1,9,2,3,2,2,12,52,10
11,4,12,11,6,6,7,6,6,25
1,5,4,62,4,4,3,3,3,5
7,43,6,6,11,4,4,3,4,7
6,14,7,6,11,6,10,9,6,20
2,2,1,3,53,11,3,3,12,5
1,1,1,1,1,2,1,12,64,11
4,3,2,3,2,29,3,3,3,44
3,2,2,2,3,3,3,5,56,16
3,2,2,2,6,36,21,4,5,14
4,3,34,9,4,23,3,3,4,6
2,6,1,1,8,1,3,48,18,7
2,2,2,51,4,19,2,4,3,6
2,2,2,10,3,58,4,4,4,5
2,3,2,3,58,7,4,4,4,7
2,1,3,1,12,12,2,2,3,58
1,1,1,1,2,8,62,10,4,6
3,3,3,3,4,4,6,7,7,55
3,1,3,2,2,2,2,64,6,10
3,2,3,3,4,5,4,49,13,11
2,2,2,1,2,3,59,9,7,7
2,9,1,3,57,4,3,4,5,6
1,4,4,2,4,8,3,7,51,10
18,14,8,5,9,7,7,5,11,11
1,2,2,1,2,3,3,3,52,27
3,2,38,4,4,22,3,4,3,12
45,6,5,13,5,2,5,4,4,6
11,9,12,16,17,3,2,15,5,6
3,46,5,5,4,3,3,3,4,18
5,2,3,2,57,7,3,5,5,6
3,42,13,15,6,4,4,2,2,4
15,18,6,3,2,10,4,13,11,13
2,2,2,2,5,51,9,5,4,14
25,5,4,4,11,5,9,11,6,16
2,7,2,8,3,3,49,8,7,6
3,2,3,2,3,54,8,6,5,8
6,42,7,6,5,5,4,4,9,8
3,2,3,2,3,3,3,57,10,9
9,2,7,10,18,10,2,22,8,7
2,1,1,1,2,18,42,11,10,6
3,2,2,2,45,3,9,3,15,12
2,2,14,2,2,4,3,38,18,10
4,3,39,8,15,4,5,3,3,10
3,1,4,4,61,6,4,3,4,5
5,3,4,6,5,5,4,38,9,16
8,2,3,3,3,55,6,5,4,6
6,35,8,9,5,6,7,6,5,9
5,45,8,5,7,5,3,6,5,7
2,1,2,14,2,2,48,9,8,6
3,2,2,2,2,3,4,53,12,10
2,2,4,2,2,2,3,53,15,10
6,44,5,8,6,4,5,4,6,9
2,1,1,2,7,2,3,5,6,65
4,32,4,4,13,4,2,6,16,9
3,1,2,62,3,4,2,3,9,6
3,3,3,54,7,5,3,3,4,10
4,2,3,2,3,3,46,21,5,7
4,2,2,4,3,59,8,4,4,5
2,3,2,1,2,2,5,3,59,15
2,2,5,3,2,3,3,2,3,70
43,4,4,4,3,20,2,2,3,8
4,4,48,8,5,6,4,4,4,7
2,1,2,4,3,56,9,5,9,5
3,2,2,2,5,50,18,6,4,5
7,39,7,7,6,12,4,5,3,5
